Unit #,"time, in cycles",opset1,opset2,opset3,snsr1,snsr2,snsr3,snsr4,snsr5,snsr6,snsr7,snsr8,snsr9,snsr10,snsr11,snsr12,snsr13,snsr14,snsr15,snsr16,snsr17,snsr18,snsr19,snsr20,snsr21,Max,RUL
20,113,-0.0006,0.0003,100,518.67,642.96,1592.95,1407.37,14.62,21.61,553.42,2388.07,9063.84,1.3,47.54,520.45,2388.1,8134.47,8.4672,0.03,393,2388,100,38.83,23.3092,234,121
20,114,0.0036,-0.0003,100,518.67,642.98,1593.88,1403.16,14.62,21.61,553.35,2388.07,9060.6,1.3,47.59,521.51,2388.06,8136.78,8.47,0.03,393,2388,100,38.77,23.2415,234,120
20,115,0,-0.0001,100,518.67,642.73,1592.16,1412.45,14.62,21.61,553.3,2388.08,9060.14,1.3,47.5,521.76,2388.1,8140.81,8.4493,0.03,394,2388,100,38.73,23.2474,234,119
20,116,0.0014,-0.0002,100,518.67,642.47,1595.27,1408.38,14.62,21.61,553,2388.17,9065.59,1.3,47.82,521.45,2388.12,8140.34,8.4435,0.03,394,2388,100,38.72,23.2964,234,118
20,117,0.0019,0.0004,100,518.67,643.06,1590.81,1416.9,14.62,21.61,553.62,2388.13,9058.63,1.3,47.69,521.68,2388.08,8138.99,8.4683,0.03,392,2388,100,38.77,23.2988,234,117
20,118,0,0.0004,100,518.67,642.55,1587.34,1415.72,14.62,21.61,553.6,2388.17,9055.04,1.3,47.73,520.89,2388.15,8136.46,8.4446,0.03,393,2388,100,38.81,23.3293,234,116
20,119,-0.0013,-0.0002,100,518.67,642.55,1592.14,1407.61,14.62,21.61,553.54,2388.12,9057.24,1.3,47.69,521.52,2388.05,8134.77,8.4563,0.03,394,2388,100,38.76,23.3315,234,115
20,120,0.0021,0.0004,100,518.67,642.58,1586.67,1410.99,14.62,21.61,553,2388.11,9068.42,1.3,47.5,520.77,2388.07,8140.96,8.4339,0.03,394,2388,100,38.89,23.2364,234,114
20,121,0.0013,-0.0001,100,518.67,642.96,1591.04,1409.02,14.62,21.61,553.11,2388.09,9062.11,1.3,47.62,521.53,2388.04,8146.45,8.453,0.03,395,2388,100,38.68,23.3508,234,113
20,122,-0.0003,0,100,518.67,642.71,1590.26,1421.62,14.62,21.61,552.8,2388.14,9063.95,1.3,47.62,521.54,2388.1,8141.91,8.4346,0.03,394,2388,100,38.59,23.2506,234,112
20,123,-0.0005,0.0002,100,518.67,642.68,1587.22,1414.97,14.62,21.61,552.77,2388.12,9061.94,1.3,47.62,520.98,2388.14,8138.06,8.4516,0.03,394,2388,100,38.73,23.3264,234,111
20,124,0.0013,-0.0005,100,518.67,642.56,1596.01,1415.17,14.62,21.61,553.2,2388.1,9057.88,1.3,47.63,521.36,2388.11,8143.78,8.4437,0.03,394,2388,100,38.82,23.2722,234,110
20,125,0.0051,0.0005,100,518.67,642.56,1593.75,1409.01,14.62,21.61,553.45,2388.16,9056.81,1.3,47.71,521.65,2388.12,8140.99,8.4587,0.03,394,2388,100,38.69,23.2647,234,109
20,126,0.003,-0.0001,100,518.67,642.91,1596.42,1413.12,14.62,21.61,552.71,2388.13,9052.58,1.3,47.61,521.36,2388.1,8137.46,8.4697,0.03,394,2388,100,38.79,23.2043,234,108
20,127,-0.0005,0,100,518.67,642.92,1594.01,1413.4,14.62,21.61,553.42,2388.11,9059.41,1.3,47.52,521.07,2388.12,8141.13,8.4333,0.03,393,2388,100,38.68,23.2313,234,107
20,128,-0.0044,0.0003,100,518.67,642.74,1595.71,1411.4,14.62,21.61,553.37,2388.1,9060.8,1.3,47.52,521.67,2388.12,8136.86,8.4356,0.03,393,2388,100,38.76,23.2587,234,106
20,129,0.0015,-0.0005,100,518.67,642.25,1594.04,1421.01,14.62,21.61,553.44,2388.11,9055.94,1.3,47.79,521.6,2388.13,8137.32,8.4173,0.03,393,2388,100,38.82,23.242,234,105
20,130,0.002,-0.0003,100,518.67,642.45,1592.86,1408.14,14.62,21.61,552.54,2388.1,9068.84,1.3,47.67,521.28,2388.14,8139.68,8.4576,0.03,394,2388,100,38.74,23.3206,234,104
20,131,0,0.0003,100,518.67,642.69,1586.67,1413.62,14.62,21.61,552.36,2388.13,9066.88,1.3,47.57,521.39,2388.13,8141.46,8.4446,0.03,394,2388,100,38.81,23.3337,234,103
20,132,-0.0005,0.0003,100,518.67,642.2,1590.09,1407.34,14.62,21.61,553.17,2388.13,9066.64,1.3,47.7,520.54,2388.14,8139.06,8.4121,0.03,394,2388,100,38.61,23.2953,234,102
20,133,0.0002,0,100,518.67,642.58,1594.52,1410.09,14.62,21.61,553.19,2388.11,9058.5,1.3,47.59,521.35,2388.13,8137.58,8.4603,0.03,394,2388,100,38.71,23.2711,234,101
20,134,0.0001,0.0003,100,518.67,642.99,1587.89,1415.42,14.62,21.61,553.08,2388.14,9060.12,1.3,47.66,521.31,2388.09,8141.33,8.4661,0.03,393,2388,100,38.76,23.3411,234,100
20,135,0.0014,-0.0005,100,518.67,642.64,1587.12,1412.36,14.62,21.61,553.02,2388.13,9064.44,1.3,47.52,521.3,2388.12,8135.68,8.451,0.03,394,2388,100,38.62,23.1733,234,99
20,136,-0.0015,-0.0005,100,518.67,642.65,1597.03,1410.97,14.62,21.61,552.89,2388.11,9065.56,1.3,47.59,521.31,2388.14,8137.22,8.4641,0.03,395,2388,100,38.93,23.3832,234,98
20,137,-0.0027,-0.0003,100,518.67,643.02,1598.18,1413.35,14.62,21.61,553.55,2388.15,9062.39,1.3,47.57,521.57,2388.15,8148.42,8.4452,0.03,394,2388,100,38.75,23.3033,234,97
20,138,-0.0002,-0.0004,100,518.67,642.79,1592.56,1412.27,14.62,21.61,553.55,2388.14,9055.5,1.3,47.61,521.16,2388.17,8139.99,8.4279,0.03,393,2388,100,38.67,23.2034,234,96
20,139,-0.0011,-0.0002,100,518.67,642.75,1590.01,1410.97,14.62,21.61,552.7,2388.19,9063.08,1.3,47.69,521.44,2388.11,8137.11,8.4398,0.03,394,2388,100,38.9,23.1815,234,95
20,140,-0.001,-0.0002,100,518.67,642.62,1600.27,1407.27,14.62,21.61,553.55,2388.11,9067.59,1.3,47.61,521.22,2388.11,8141.41,8.4628,0.03,394,2388,100,38.68,23.2348,234,94
20,141,0.0051,0.0004,100,518.67,642.9,1599.73,1420.41,14.62,21.61,552.92,2388.14,9062.38,1.3,47.62,521.73,2388.13,8136.49,8.4522,0.03,395,2388,100,38.84,23.1094,234,93
20,142,0.0034,0.0002,100,518.67,642.41,1591.21,1416.28,14.62,21.61,552.97,2388.17,9058.04,1.3,47.58,520.8,2388.1,8142.15,8.418,0.03,393,2388,100,38.59,23.2429,234,92
20,143,-0.0005,0.0003,100,518.67,643.39,1592.93,1416.04,14.62,21.61,552.6,2388.11,9065.94,1.3,47.51,521.28,2388.08,8141.6,8.4664,0.03,394,2388,100,38.69,23.2783,234,91
20,144,-0.0025,0.0004,100,518.67,642.72,1594.93,1416.54,14.62,21.61,552.68,2388.11,9070.38,1.3,47.65,521.22,2388.12,8137.22,8.4845,0.03,394,2388,100,38.82,23.3204,234,90
20,145,0.0047,-0.0005,100,518.67,642.98,1596.6,1414.15,14.62,21.61,553.46,2388.09,9068.28,1.3,47.67,521.44,2388.14,8143.24,8.4415,0.03,393,2388,100,38.54,23.199,234,89
20,146,0.0012,-0.0004,100,518.67,643.05,1592.33,1404.64,14.62,21.61,553.24,2388.09,9055.71,1.3,47.82,521.13,2388.1,8136.46,8.4609,0.03,394,2388,100,38.67,23.1918,234,88
20,147,-0.0028,-0.0002,100,518.67,643.19,1589.88,1409.92,14.62,21.61,553.99,2388.09,9064.06,1.3,47.71,520.85,2388.11,8138.94,8.4524,0.03,393,2388,100,38.78,23.2974,234,87
20,148,0.0002,-0.0001,100,518.67,642.93,1590.95,1412.77,14.62,21.61,553.18,2388.13,9058.9,1.3,47.68,521.48,2388.12,8136.15,8.4496,0.03,394,2388,100,38.75,23.2748,234,86
20,149,0.0016,0.0001,100,518.67,643.06,1598.73,1412.56,14.62,21.61,553.72,2388.12,9064.4,1.3,47.69,521.69,2388.16,8140.78,8.4162,0.03,393,2388,100,38.7,23.1124,234,85
20,150,-0.0005,0.0001,100,518.67,642.7,1600.21,1417.73,14.62,21.61,553.35,2388.15,9062.19,1.3,47.64,520.92,2388.17,8142.64,8.4814,0.03,395,2388,100,38.75,23.3095,234,84
20,151,0.0034,0,100,518.67,643.1,1594.23,1409.21,14.62,21.61,553.05,2388.13,9068.04,1.3,47.8,521.64,2388.08,8143.41,8.4717,0.03,395,2388,100,38.69,23.2525,234,83
20,152,-0.0022,-0.0005,100,518.67,642.41,1594.61,1401.58,14.62,21.61,553.04,2388.14,9059.92,1.3,47.59,520.89,2388.16,8134.72,8.4943,0.03,393,2388,100,38.74,23.2657,234,82
20,153,-0.0017,0.0002,100,518.67,642.86,1588.39,1412.65,14.62,21.61,553.11,2388.1,9061.32,1.3,47.49,520.98,2388.18,8139.06,8.45,0.03,394,2388,100,38.62,23.2965,234,81
20,154,-0.0032,-0.0001,100,518.67,642.38,1590.07,1407.12,14.62,21.61,552.94,2388.11,9062.98,1.3,47.79,521.03,2388.11,8145.3,8.4504,0.03,393,2388,100,38.76,23.2014,234,80
20,155,-0.0001,0.0004,100,518.67,643.09,1593.13,1411.45,14.62,21.61,552.37,2388.1,9059.44,1.3,47.77,520.69,2388.17,8137.89,8.4186,0.03,393,2388,100,38.67,23.2963,234,79
20,156,0.0019,0.0001,100,518.67,642.73,1591.78,1412.73,14.62,21.61,553.09,2388.09,9070.42,1.3,47.93,521.07,2388.17,8138.18,8.4519,0.03,393,2388,100,38.65,23.1988,234,78
20,157,-0.0047,-0.0001,100,518.67,642.31,1591.12,1418.07,14.62,21.61,552.9,2388.14,9063.64,1.3,47.67,521.33,2388.13,8136.97,8.4801,0.03,394,2388,100,38.87,23.2796,234,77
20,158,0.0041,0.0001,100,518.67,642.44,1594.7,1417.94,14.62,21.61,552.84,2388.17,9063.21,1.3,47.79,521.23,2388.1,8141.89,8.4683,0.03,394,2388,100,38.95,23.212,234,76
20,159,-0.0027,0.0002,100,518.67,642.71,1584.55,1417.95,14.62,21.61,553.34,2388.17,9062.08,1.3,47.65,520.5,2388.12,8140.89,8.4488,0.03,395,2388,100,38.63,23.2674,234,75
20,160,-0.0004,0.0005,100,518.67,643.31,1595.32,1415.59,14.62,21.61,552.9,2388.09,9070.25,1.3,47.81,521.27,2388.14,8142.16,8.4556,0.03,397,2388,100,38.73,23.1871,234,74
20,161,-0.0009,0.0001,100,518.67,642.94,1595.83,1416.61,14.62,21.61,552.49,2388.11,9073.51,1.3,47.89,521.05,2388.07,8146.52,8.4465,0.03,393,2388,100,38.58,23.1748,234,73
20,162,-0.0035,-0.0003,100,518.67,643.14,1593.15,1415.99,14.62,21.61,552.3,2388.13,9057.25,1.3,47.61,520.87,2388.11,8143.42,8.4634,0.03,394,2388,100,38.82,23.1721,234,72
20,163,-0.0034,0,100,518.67,643.23,1595.8,1412.52,14.62,21.61,552.88,2388.18,9064.6,1.3,47.66,520.62,2388.15,8145.64,8.4582,0.03,395,2388,100,38.84,23.2628,234,71
20,164,0.0018,0.0004,100,518.67,643.17,1593.99,1421.13,14.62,21.61,553.49,2388.1,9058.68,1.3,47.57,520.52,2388.17,8140.33,8.4629,0.03,394,2388,100,38.79,23.229,234,70
20,165,-0.0001,-0.0002,100,518.67,642.64,1601,1410.17,14.62,21.61,552.73,2388.17,9065.29,1.3,47.76,520.91,2388.16,8138.59,8.4694,0.03,392,2388,100,38.87,23.1233,234,69
20,166,-0.0017,-0.0003,100,518.67,642.69,1590.41,1416.29,14.62,21.61,552.65,2388.17,9061.37,1.3,47.83,521.03,2388.13,8142.62,8.4338,0.03,396,2388,100,38.76,23.3285,234,68
20,167,-0.001,0.0003,100,518.67,642.65,1589.78,1410.74,14.62,21.61,552.55,2388.16,9071.21,1.3,47.71,520.83,2388.11,8134.82,8.4519,0.03,394,2388,100,38.63,23.176,234,67
20,168,0.0049,0.0002,100,518.67,643.13,1599.66,1414.58,14.62,21.61,552.54,2388.12,9065.49,1.3,47.81,521.02,2388.11,8138.99,8.4653,0.03,395,2388,100,38.66,23.1948,234,66
20,169,-0.0047,-0.0003,100,518.67,642.37,1592.26,1413.95,14.62,21.61,552.35,2388.19,9058.74,1.3,47.74,520.82,2388.15,8143.75,8.4925,0.03,395,2388,100,38.81,23.251,234,65
20,170,0.0012,0.0004,100,518.67,642.18,1593.13,1417.33,14.62,21.61,552.5,2388.15,9062.8,1.3,47.64,520.78,2388.12,8141.56,8.4758,0.03,393,2388,100,38.6,23.2537,234,64
20,171,-0.0025,0.0001,100,518.67,643.06,1598.96,1421.32,14.62,21.61,552.48,2388.17,9062.15,1.3,47.63,519.82,2388.15,8144.38,8.4697,0.03,393,2388,100,38.66,23.3033,234,63
20,172,0.0023,0,100,518.67,642.32,1596.24,1414.06,14.62,21.61,552.69,2388.1,9065.34,1.3,47.83,521.08,2388.15,8138.55,8.4567,0.03,394,2388,100,38.78,23.1996,234,62
20,173,0.0011,-0.0005,100,518.67,642.9,1592.72,1413.52,14.62,21.61,553.1,2388.15,9072.47,1.3,47.8,520.79,2388.17,8139.47,8.4873,0.03,395,2388,100,38.54,23.2269,234,61
20,174,-0.0009,0.0003,100,518.67,642.87,1597.12,1413.39,14.62,21.61,552.95,2388.14,9064.49,1.3,47.79,520.41,2388.13,8143.42,8.4328,0.03,395,2388,100,38.65,23.1606,234,60
20,175,0.0051,0.0002,100,518.67,642.77,1596.39,1422.24,14.62,21.61,552.62,2388.15,9062.84,1.3,47.81,521.04,2388.18,8138.19,8.4394,0.03,395,2388,100,38.63,23.2445,234,59
20,176,0.002,-0.0002,100,518.67,643.46,1600.36,1413.4,14.62,21.61,553.05,2388.15,9064.22,1.3,47.75,521.01,2388.15,8146.98,8.4602,0.03,395,2388,100,38.78,23.2303,234,58
20,177,-0.0015,0.0001,100,518.67,642.92,1592.53,1414.73,14.62,21.61,553.3,2388.22,9063.23,1.3,47.74,520.56,2388.17,8144.99,8.4738,0.03,395,2388,100,38.69,23.1155,234,57
20,178,-0.0001,-0.0004,100,518.67,642.7,1594.94,1411.79,14.62,21.61,552.8,2388.18,9058.22,1.3,47.9,521.19,2388.16,8141.85,8.4416,0.03,395,2388,100,38.53,23.3174,234,56
20,179,-0.0008,0.0001,100,518.67,643.64,1599.76,1415.72,14.62,21.61,552.81,2388.2,9071.01,1.3,47.82,520.82,2388.12,8141.76,8.4593,0.03,396,2388,100,38.59,23.2629,234,55
20,180,0.0021,0.0005,100,518.67,642.95,1597.33,1414.35,14.62,21.61,551.96,2388.18,9068.92,1.3,47.74,520.87,2388.17,8146.98,8.4623,0.03,394,2388,100,38.66,23.1929,234,54
20,181,0.0006,-0.0003,100,518.67,643.08,1595.05,1420.56,14.62,21.61,553.02,2388.14,9061.36,1.3,47.7,521.1,2388.16,8148.37,8.4378,0.03,395,2388,100,38.6,23.1033,234,53
20,182,0.0037,0.0004,100,518.67,642.76,1603.03,1422.16,14.62,21.61,552.85,2388.16,9069.1,1.3,47.82,520.54,2388.1,8145.94,8.4591,0.03,394,2388,100,38.76,23.1215,234,52
20,183,-0.002,-0.0001,100,518.67,642.95,1595.68,1412.47,14.62,21.61,553.04,2388.13,9060.74,1.3,47.71,520.87,2388.1,8143.13,8.5117,0.03,395,2388,100,38.67,23.2129,234,51
20,184,0.0005,0.0001,100,518.67,643.39,1596.49,1418.07,14.62,21.61,552.77,2388.2,9067.44,1.3,47.6,520.89,2388.14,8141.58,8.4635,0.03,394,2388,100,38.49,23.2477,234,50
20,185,0.0033,0.0001,100,518.67,643.15,1597.62,1420.81,14.62,21.61,552.95,2388.11,9061.44,1.3,47.78,520.78,2388.17,8141.49,8.5035,0.03,396,2388,100,38.59,23.236,234,49
20,186,0.0008,0,100,518.67,643.11,1600.42,1422.57,14.62,21.61,551.93,2388.18,9067.21,1.3,47.82,520.94,2388.09,8141.72,8.4512,0.03,394,2388,100,38.63,23.1286,234,48
20,187,0.0017,0.0001,100,518.67,643.1,1598.74,1421.44,14.62,21.61,552.81,2388.11,9070.41,1.3,47.8,521.38,2388.16,8150.52,8.44,0.03,395,2388,100,38.66,23.3172,234,47
20,188,0.0044,0.0003,100,518.67,643.5,1597,1421.45,14.62,21.61,552.12,2388.2,9067.56,1.3,47.97,520.92,2388.14,8143.25,8.4837,0.03,395,2388,100,38.72,23.2216,234,46
20,189,0.0022,-0.0004,100,518.67,643.05,1594.45,1418.05,14.62,21.61,552.74,2388.11,9064.61,1.3,47.89,521.26,2388.19,8144.31,8.4764,0.03,395,2388,100,38.61,23.2704,234,45
20,190,0.0018,-0.0002,100,518.67,643.63,1591.84,1416.25,14.62,21.61,552.56,2388.23,9062.61,1.3,47.64,520.29,2388.14,8144.78,8.5047,0.03,394,2388,100,38.52,23.2866,234,44
20,191,0.0028,0.0004,100,518.67,643.05,1597.64,1420.17,14.62,21.61,552.05,2388.18,9072.36,1.3,47.8,520.66,2388.18,8145.81,8.4617,0.03,395,2388,100,38.67,23.1973,234,43
20,192,-0.0004,0.0001,100,518.67,643.36,1597.5,1417.58,14.62,21.61,552.72,2388.19,9063.84,1.3,47.87,520.06,2388.19,8143.43,8.4928,0.03,396,2388,100,38.63,23.261,234,42
20,193,0.0018,-0.0003,100,518.67,643.22,1592.26,1418.62,14.62,21.61,552.52,2388.14,9072.95,1.3,48.1,520.21,2388.16,8140.34,8.4537,0.03,395,2388,100,38.68,23.1715,234,41
20,194,-0.0011,-0.0003,100,518.67,643.63,1593.07,1420.46,14.62,21.61,551.95,2388.22,9067.53,1.3,47.93,520.44,2388.1,8143.64,8.473,0.03,395,2388,100,38.63,23.1526,234,40
20,195,0.0007,0.0001,100,518.67,643.17,1596.56,1413.66,14.62,21.61,552.89,2388.19,9063.72,1.3,47.72,520.91,2388.17,8143.27,8.5006,0.03,395,2388,100,38.65,23.1441,234,39
20,196,-0.0002,-0.0004,100,518.67,642.89,1601.31,1422.88,14.62,21.61,551.74,2388.21,9063.5,1.3,47.88,520.7,2388.24,8143.94,8.4568,0.03,394,2388,100,38.74,23.0713,234,38
20,197,-0.0025,0.0004,100,518.67,642.81,1594.41,1411.02,14.62,21.61,552.88,2388.15,9066.44,1.3,47.99,520.28,2388.21,8140.37,8.4787,0.03,395,2388,100,38.68,23.1269,234,37
20,198,-0.0019,-0.0004,100,518.67,642.69,1599.15,1421.81,14.62,21.61,552.03,2388.19,9062.13,1.3,47.9,521.2,2388.18,8139.42,8.484,0.03,394,2388,100,38.55,23.1019,234,36
20,199,0.0035,0.0004,100,518.67,643.57,1591.15,1418.58,14.62,21.61,552.39,2388.15,9066.65,1.3,48.06,520.81,2388.18,8142.44,8.5218,0.03,394,2388,100,38.63,23.2158,234,35
20,200,0.0006,0.0001,100,518.67,642.95,1595.89,1422.65,14.62,21.61,552.27,2388.15,9067.13,1.3,47.86,520.99,2388.15,8143.12,8.4909,0.03,395,2388,100,38.52,23.2385,234,34
20,201,-0.0034,0.0002,100,518.67,643.24,1593.58,1417.28,14.62,21.61,551.49,2388.21,9065.01,1.3,47.92,520.29,2388.18,8143.49,8.4816,0.03,395,2388,100,38.52,23.07,234,33
20,202,0.0021,0.0003,100,518.67,643.03,1588.35,1415.63,14.62,21.61,552.29,2388.21,9071.69,1.3,47.84,520.29,2388.23,8144.02,8.4862,0.03,395,2388,100,38.67,23.221,234,32
20,203,0.0004,-0.0005,100,518.67,643.5,1600.79,1421.12,14.62,21.61,552.29,2388.16,9071.4,1.3,47.76,520.46,2388.23,8141.57,8.459,0.03,396,2388,100,38.58,23.0613,234,31
20,204,-0.002,0.0003,100,518.67,642.54,1601.47,1433.21,14.62,21.61,552.04,2388.16,9067.04,1.3,48.15,519.72,2388.17,8140.49,8.4656,0.03,396,2388,100,38.47,23.1044,234,30
20,205,0.0008,-0.0003,100,518.67,642.6,1594.3,1425.26,14.62,21.61,552.45,2388.24,9075.76,1.3,47.72,520.23,2388.23,8142.39,8.4833,0.03,395,2388,100,38.6,23.1094,234,29
20,206,0.0011,-0.0004,100,518.67,643.05,1597.72,1411.04,14.62,21.61,551.41,2388.19,9062.43,1.3,47.92,520.33,2388.17,8140.91,8.4703,0.03,396,2388,100,38.87,23.2369,234,28
20,207,0.0003,0,100,518.67,643.37,1596.99,1424.85,14.62,21.61,551.63,2388.19,9071.75,1.3,47.99,520.53,2388.18,8140.09,8.4903,0.03,395,2388,100,38.53,23.067,234,27
20,208,0.0043,0.0005,100,518.67,642.78,1599.24,1426.51,14.62,21.61,552.09,2388.2,9067.88,1.3,48.09,520.71,2388.15,8146.76,8.4899,0.03,394,2388,100,38.52,23.1406,234,26
20,209,-0.001,-0.0003,100,518.67,642.97,1601.54,1420.31,14.62,21.61,551.36,2388.18,9064.77,1.3,47.89,520.43,2388.18,8146.54,8.4785,0.03,395,2388,100,38.58,23.0521,234,25
20,210,-0.0011,-0.0002,100,518.67,643.66,1597.72,1420.29,14.62,21.61,552.33,2388.2,9071.39,1.3,47.96,519.74,2388.22,8141.74,8.4903,0.03,395,2388,100,38.58,23.2342,234,24
20,211,-0.0005,-0.0003,100,518.67,643.74,1595.32,1420.74,14.62,21.61,551.78,2388.25,9068.59,1.3,48.13,520.24,2388.23,8144.78,8.5043,0.03,396,2388,100,38.49,23.204,234,23
20,212,-0.0035,0.0004,100,518.67,643.6,1601.16,1420.51,14.62,21.61,552.08,2388.21,9071.16,1.3,48.02,520.01,2388.2,8141.03,8.4715,0.03,395,2388,100,38.67,23.1415,234,22
20,213,0.0039,-0.0005,100,518.67,643.61,1600.96,1426.23,14.62,21.61,551.96,2388.19,9067.78,1.3,48.04,520.45,2388.22,8148.33,8.5071,0.03,394,2388,100,38.69,23.1659,234,21
20,214,0.0016,-0.0005,100,518.67,643.6,1598.48,1423.82,14.62,21.61,551.9,2388.22,9071.33,1.3,47.96,519.91,2388.26,8143.42,8.5085,0.03,396,2388,100,38.55,22.9923,234,20
20,215,-0.0037,0.0002,100,518.67,643.71,1600.26,1427.83,14.62,21.61,551.37,2388.2,9069.39,1.3,47.95,520.48,2388.2,8143.73,8.5027,0.03,397,2388,100,38.42,23.1,234,19
20,216,-0.0008,-0.0001,100,518.67,643.72,1602.51,1426.99,14.62,21.61,551.65,2388.21,9067.06,1.3,48.01,520.13,2388.21,8144.86,8.5006,0.03,395,2388,100,38.64,23.0235,234,18
20,217,0.0001,0.0003,100,518.67,644.12,1600.51,1419.65,14.62,21.61,552.47,2388.25,9061.66,1.3,48,520.34,2388.22,8149.11,8.5402,0.03,395,2388,100,38.51,23.1025,234,17
20,218,-0.0021,0.0001,100,518.67,643.51,1597.19,1426.75,14.62,21.61,551.55,2388.2,9063.1,1.3,47.95,519.41,2388.24,8144.85,8.507,0.03,395,2388,100,38.49,23.06,234,16
20,219,0.0005,-0.0003,100,518.67,643.36,1600.44,1424.92,14.62,21.61,551.97,2388.22,9067.7,1.3,47.94,520.04,2388.2,8145.75,8.488,0.03,396,2388,100,38.3,23.1529,234,15
20,220,-0.0018,0.0003,100,518.67,643.41,1594.88,1426.76,14.62,21.61,552.72,2388.26,9077.09,1.3,47.99,519.72,2388.23,8144.47,8.5325,0.03,396,2388,100,38.64,23.1548,234,14
20,221,0.0002,0.0004,100,518.67,643.17,1601.99,1417.47,14.62,21.61,552.29,2388.17,9073.09,1.3,48.05,519.29,2388.2,8143.57,8.5172,0.03,395,2388,100,38.71,23.0966,234,13
20,222,0.0033,0.0004,100,518.67,643.52,1597.12,1425.51,14.62,21.61,551.92,2388.21,9070.27,1.3,48.13,520.07,2388.28,8149.67,8.4841,0.03,394,2388,100,38.35,23.137,234,12
20,223,-0.0023,-0.0004,100,518.67,643.47,1600.6,1433.5,14.62,21.61,551.66,2388.18,9074.17,1.3,48,520.09,2388.21,8141.72,8.5054,0.03,395,2388,100,38.51,23.0636,234,11
20,224,-0.0009,0.0003,100,518.67,643.13,1599.29,1417.01,14.62,21.61,552.3,2388.23,9072.11,1.3,47.94,519.44,2388.2,8146.11,8.514,0.03,397,2388,100,38.56,23.1708,234,10
20,225,-0.0004,0.0003,100,518.67,643.89,1595.15,1420.89,14.62,21.61,550.43,2388.22,9076.79,1.3,48.09,519.92,2388.27,8147.28,8.4936,0.03,395,2388,100,38.47,23.0928,234,9
20,226,-0.002,0,100,518.67,643.49,1597.07,1425.52,14.62,21.61,551.51,2388.23,9074.17,1.3,48.04,520.1,2388.24,8140.46,8.51,0.03,395,2388,100,38.61,23.1189,234,8
20,227,-0.0021,-0.0002,100,518.67,643.3,1600.38,1426.9,14.62,21.61,551.86,2388.18,9068.48,1.3,48.19,520.43,2388.25,8139.99,8.5451,0.03,396,2388,100,38.43,23.0524,234,7
20,228,0.0009,0.0005,100,518.67,644.03,1592.36,1423.29,14.62,21.61,550.78,2388.19,9073.6,1.3,47.99,520.05,2388.22,8145.38,8.5072,0.03,395,2388,100,38.58,23.1634,234,6
20,229,-0.0012,0.0005,100,518.67,643.34,1597.71,1429.25,14.62,21.61,551.15,2388.23,9078.22,1.3,48.21,520.01,2388.22,8149.06,8.4967,0.03,395,2388,100,38.38,23.0636,234,5
20,230,-0.001,0,100,518.67,643.57,1605.67,1431.45,14.62,21.61,552.2,2388.24,9072.49,1.3,48.16,520.12,2388.24,8144.08,8.4887,0.03,396,2388,100,38.6,23.1231,234,4
20,231,0.0022,-0.0003,100,518.67,643.89,1603.35,1429.72,14.62,21.61,550.84,2388.22,9075.48,1.3,48.41,519.74,2388.22,8146.48,8.48,0.03,397,2388,100,38.74,22.9885,234,3
20,232,-0.0003,0,100,518.67,643.85,1608.02,1432.08,14.62,21.61,551.34,2388.27,9075.69,1.3,48.17,519.28,2388.29,8139.51,8.523,0.03,397,2388,100,38.33,23.146,234,2
20,233,-0.0012,-0.0001,100,518.67,643.93,1601.9,1437.23,14.62,21.61,551.67,2388.26,9077.16,1.3,48.23,519.97,2388.23,8143.94,8.5058,0.03,396,2388,100,38.46,22.9783,234,1
20,234,0.0011,-0.0004,100,518.67,643.86,1598.43,1430.93,14.62,21.61,551.74,2388.3,9070.66,1.3,48.15,519.73,2388.25,8143.3,8.5433,0.03,397,2388,100,38.57,22.9964,234,0
21,1,-0.0017,-0.0005,100,518.67,642.24,1582.88,1410.66,14.62,21.61,553.57,2388.07,9047.42,1.3,47.44,521.76,2388.06,8128.48,8.4181,0.03,395,2388,100,38.9,23.3554,195,194
21,2,-0.0013,0.0004,100,518.67,642.27,1582.13,1404.54,14.62,21.61,553.22,2388.03,9043.88,1.3,47.25,521.39,2388.05,8120.15,8.3895,0.03,392,2388,100,38.81,23.23,195,193
21,3,0.0025,-0.0003,100,518.67,642.47,1589.73,1408.88,14.62,21.61,553.21,2388.11,9048.33,1.3,47.43,521.26,2388.12,8124.89,8.4454,0.03,392,2388,100,38.69,23.3471,195,192
21,4,0.0013,-0.0003,100,518.67,642.5,1587.18,1409.45,14.62,21.61,553.3,2388.05,9052.17,1.3,47.35,521.81,2388.08,8126.21,8.3913,0.03,393,2388,100,39,23.4179,195,191
21,5,-0.0006,-0.0002,100,518.67,642.21,1596.51,1401.46,14.62,21.61,553.03,2388.04,9047.48,1.3,47.57,521.82,2388.1,8130.92,8.4825,0.03,393,2388,100,38.88,23.2637,195,190
21,6,0.0061,0,100,518.67,642.37,1592.15,1401.04,14.62,21.61,553.95,2388.06,9048.37,1.3,47.46,521.7,2387.98,8130.7,8.4145,0.03,391,2388,100,38.95,23.4954,195,189
21,7,-0.0009,0.0004,100,518.67,642.45,1593.79,1397.77,14.62,21.61,553.21,2388.08,9045.96,1.3,47.32,521.5,2388.1,8134.62,8.4465,0.03,392,2388,100,38.94,23.3536,195,188
